time,aoi,measurement,indicatorValue,referenceTime,dataProvider,eoSensor,colorCode,inputData
"2019-02-08T00:00:00.000Z","LatLng(45.314247, 12.508056)","15.892999999999999","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-02-08T11:25:00.000Z","LatLng(45.314247, 12.508056)","NaN","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-02-09T00:00:00.000Z","LatLng(45.314247, 12.508056)","82.4","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-02-15T00:00:00.000Z","LatLng(45.314247, 12.508056)","22.256999999999998","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-02-15T12:40:00.000Z","LatLng(45.314247, 12.508056)","0","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-02-16T00:00:00.000Z","LatLng(45.314247, 12.508056)","8.33","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-02-22T00:00:00.000Z","LatLng(45.314247, 12.508056)","-33.814","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-02-22T11:40:00.000Z","LatLng(45.314247, 12.508056)","-45.15626007","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-02-23T00:00:00.000Z","LatLng(45.314247, 12.508056)","38.61","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-02-28T12:10:00.000Z","LatLng(45.314247, 12.508056)","44.32260484","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-03-01T00:00:00.000Z","LatLng(45.314247, 12.508056)","29.399","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-03-02T00:00:00.000Z","LatLng(45.314247, 12.508056)","187.64","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-03-07T12:05:00.000Z","LatLng(45.314247, 12.508056)","-23.26951078","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-03-08T00:00:00.000Z","LatLng(45.314247, 12.508056)","-2.342","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-03-09T00:00:00.000Z","LatLng(45.314247, 12.508056)","130.48","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-03-14T12:10:00.000Z","LatLng(45.314247, 12.508056)","NaN","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-03-15T00:00:00.000Z","LatLng(45.314247, 12.508056)","-13.693","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-03-16T00:00:00.000Z","LatLng(45.314247, 12.508056)","-12.95","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-03-21T12:15:00.000Z","LatLng(45.314247, 12.508056)","-8.055009016","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-03-22T00:00:00.000Z","LatLng(45.314247, 12.508056)","-4.585","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-03-23T00:00:00.000Z","LatLng(45.314247, 12.508056)","-1.4","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-03-28T12:20:00.000Z","LatLng(45.314247, 12.508056)","57.88030718","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-03-29T00:00:00.000Z","LatLng(45.314247, 12.508056)","17.389","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-03-30T00:00:00.000Z","LatLng(45.314247, 12.508056)","-18.12","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-04-04T11:30:00.000Z","LatLng(45.314247, 12.508056)","NaN","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-04-05T00:00:00.000Z","LatLng(45.314247, 12.508056)","NaN","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-04-06T00:00:00.000Z","LatLng(45.314247, 12.508056)","-40.02","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-04-11T12:35:00.000Z","LatLng(45.314247, 12.508056)","NaN","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-04-12T00:00:00.000Z","LatLng(45.314247, 12.508056)","NaN","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-04-13T00:00:00.000Z","LatLng(45.314247, 12.508056)","27.36","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-04-18T11:45:00.000Z","LatLng(45.314247, 12.508056)","1.902225497","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-04-19T00:00:00.000Z","LatLng(45.314247, 12.508056)","-44.108999999999995","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-04-20T00:00:00.000Z","LatLng(45.314247, 12.508056)","-33.62","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-04-25T11:50:00.000Z","LatLng(45.314247, 12.508056)","40.3336604","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-04-26T00:00:00.000Z","LatLng(45.314247, 12.508056)","106.932","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-04-27T00:00:00.000Z","LatLng(45.314247, 12.508056)","181.82","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-05-02T11:55:00.000Z","LatLng(45.314247, 12.508056)","-8.648618086","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-05-03T00:00:00.000Z","LatLng(45.314247, 12.508056)","-13.958","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-05-04T00:00:00.000Z","LatLng(45.314247, 12.508056)","124.72","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-05-09T12:05:00.000Z","LatLng(45.314247, 12.508056)","30.7736069","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-05-10T00:00:00.000Z","LatLng(45.314247, 12.508056)","163.423","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-05-16T12:10:00.000Z","LatLng(45.314247, 12.508056)","154.3341099","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-05-17T00:00:00.000Z","LatLng(45.314247, 12.508056)","118.588","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-05-18T00:00:00.000Z","LatLng(45.314247, 12.508056)","463.96","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-05-23T12:15:00.000Z","LatLng(45.314247, 12.508056)","110.3546917","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-05-24T00:00:00.000Z","LatLng(45.314247, 12.508056)","122.986","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-05-25T00:00:00.000Z","LatLng(45.314247, 12.508056)","479.5","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-05-30T12:20:00.000Z","LatLng(45.314247, 12.508056)","18.7115861","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-05-31T00:00:00.000Z","LatLng(45.314247, 12.508056)","112.116","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-06-01T00:00:00.000Z","LatLng(45.314247, 12.508056)","7.37","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-06-06T12:25:00.000Z","LatLng(45.314247, 12.508056)","-13.09360107","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-06-07T00:00:00.000Z","LatLng(45.314247, 12.508056)","NaN","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-06-08T00:00:00.000Z","LatLng(45.314247, 12.508056)","7.54","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-06-13T12:35:00.000Z","LatLng(45.314247, 12.508056)","55.91803443","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-06-14T00:00:00.000Z","LatLng(45.314247, 12.508056)","141.30700000000002","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-06-15T00:00:00.000Z","LatLng(45.314247, 12.508056)","80.4","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-06-20T12:40:00.000Z","LatLng(45.314247, 12.508056)","20.1627457","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-06-21T00:00:00.000Z","LatLng(45.314247, 12.508056)","47.879","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-06-22T00:00:00.000Z","LatLng(45.314247, 12.508056)","10.94","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-06-27T12:45:00.000Z","LatLng(45.314247, 12.508056)","15.22446338","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-06-29T00:00:00.000Z","LatLng(45.314247, 12.508056)","59.26","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-07-04T11:15:00.000Z","LatLng(45.314247, 12.508056)","-10.60200851","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-07-05T00:00:00.000Z","LatLng(45.314247, 12.508056)","-26.256","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-07-06T00:00:00.000Z","LatLng(45.314247, 12.508056)","-23.18","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-07-11T11:20:00.000Z","LatLng(45.314247, 12.508056)","-27.88570265","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-07-12T00:00:00.000Z","LatLng(45.314247, 12.508056)","-32.053000000000004","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-07-13T00:00:00.000Z","LatLng(45.314247, 12.508056)","-21.41","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-07-18T12:20:00.000Z","LatLng(45.314247, 12.508056)","-7.706265749","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-07-19T00:00:00.000Z","LatLng(45.314247, 12.508056)","NaN","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-07-20T00:00:00.000Z","LatLng(45.314247, 12.508056)","0.99","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-07-25T11:30:00.000Z","LatLng(45.314247, 12.508056)","-7.759888145","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-07-26T00:00:00.000Z","LatLng(45.314247, 12.508056)","0.027999999999999997","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-07-27T00:00:00.000Z","LatLng(45.314247, 12.508056)","-31.88","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-08-01T11:40:00.000Z","LatLng(45.314247, 12.508056)","-5.152022784","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-08-02T00:00:00.000Z","LatLng(45.314247, 12.508056)","5.083","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-08-03T00:00:00.000Z","LatLng(45.314247, 12.508056)","6.08","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-08-08T11:45:00.000Z","LatLng(45.314247, 12.508056)","8.893947609","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-08-09T00:00:00.000Z","LatLng(45.314247, 12.508056)","21.628","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-08-10T00:00:00.000Z","LatLng(45.314247, 12.508056)","-9.14","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-08-15T11:50:00.000Z","LatLng(45.314247, 12.508056)","-6.491073777","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-08-16T00:00:00.000Z","LatLng(45.314247, 12.508056)","-6.412000000000001","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-08-17T00:00:00.000Z","LatLng(45.314247, 12.508056)","59.05","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-08-22T11:15:00.000Z","LatLng(45.314247, 12.508056)","32.01607634","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-08-23T00:00:00.000Z","LatLng(45.314247, 12.508056)","3.853","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-08-24T00:00:00.000Z","LatLng(45.314247, 12.508056)","-10.64","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-08-29T12:05:00.000Z","LatLng(45.314247, 12.508056)","24.1577548","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-08-30T00:00:00.000Z","LatLng(45.314247, 12.508056)","NaN","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-08-31T00:00:00.000Z","LatLng(45.314247, 12.508056)","12.3","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-09-05T12:10:00.000Z","LatLng(45.314247, 12.508056)","-8.078415426","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-09-06T00:00:00.000Z","LatLng(45.314247, 12.508056)","15.870999999999999","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-09-07T00:00:00.000Z","LatLng(45.314247, 12.508056)","-32.68","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-09-12T12:15:00.000Z","LatLng(45.314247, 12.508056)","-2.641604094","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-09-13T00:00:00.000Z","LatLng(45.314247, 12.508056)","16.698","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-09-14T00:00:00.000Z","LatLng(45.314247, 12.508056)","39.22","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-09-19T11:40:00.000Z","LatLng(45.314247, 12.508056)","3.826058523","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-09-20T00:00:00.000Z","LatLng(45.314247, 12.508056)","-16.962","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-09-21T00:00:00.000Z","LatLng(45.314247, 12.508056)","-39.6","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-09-26T12:25:00.000Z","LatLng(45.314247, 12.508056)","0.461883191","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-09-27T00:00:00.000Z","LatLng(45.314247, 12.508056)","30.875","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-09-28T00:00:00.000Z","LatLng(45.314247, 12.508056)","-13.23","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-10-02T11:50:00.000Z","LatLng(45.314247, 12.508056)","-1.262911069","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-10-04T00:00:00.000Z","LatLng(45.314247, 12.508056)","-24.173000000000002","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-10-05T00:00:00.000Z","LatLng(45.314247, 12.508056)","-29.77","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-10-10T12:40:00.000Z","LatLng(45.314247, 12.508056)","-3.849807828","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-10-11T00:00:00.000Z","LatLng(45.314247, 12.508056)","-3.5610000000000004","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-10-12T00:00:00.000Z","LatLng(45.314247, 12.508056)","23.27","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-10-17T12:45:00.000Z","LatLng(45.314247, 12.508056)","33.15526016","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-10-18T00:00:00.000Z","LatLng(45.314247, 12.508056)","69.422","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-10-19T00:00:00.000Z","LatLng(45.314247, 12.508056)","6.32","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-10-24T11:25:00.000Z","LatLng(45.314247, 12.508056)","-3.434086384","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-10-25T00:00:00.000Z","LatLng(45.314247, 12.508056)","-42.957","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-10-26T00:00:00.000Z","LatLng(45.314247, 12.508056)","-34.44","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-11-01T00:00:00.000Z","LatLng(45.314247, 12.508056)","-54.525","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-11-01T12:25:00.000Z","LatLng(45.314247, 12.508056)","NaN","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-11-02T00:00:00.000Z","LatLng(45.314247, 12.508056)","-57.37","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-11-07T12:20:00.000Z","LatLng(45.314247, 12.508056)","-16.14376843","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-11-08T00:00:00.000Z","LatLng(45.314247, 12.508056)","12.154000000000002","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-11-14T11:30:00.000Z","LatLng(45.314247, 12.508056)","NaN","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-11-15T00:00:00.000Z","LatLng(45.314247, 12.508056)","248.455","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-11-21T12:45:00.000Z","LatLng(45.314247, 12.508056)","39.65545445","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-11-22T00:00:00.000Z","LatLng(45.314247, 12.508056)","-20.074","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-11-23T00:00:00.000Z","LatLng(45.314247, 12.508056)","47.6","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-11-28T11:55:00.000Z","LatLng(45.314247, 12.508056)","-19.45533901","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-11-29T00:00:00.000Z","LatLng(45.314247, 12.508056)","NaN","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-12-05T11:50:00.000Z","LatLng(45.314247, 12.508056)","NaN","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-12-06T00:00:00.000Z","LatLng(45.314247, 12.508056)","NaN","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-12-07T00:00:00.000Z","LatLng(45.314247, 12.508056)","-29.19","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-12-12T11:55:00.000Z","LatLng(45.314247, 12.508056)","-4.746736421","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-12-13T00:00:00.000Z","LatLng(45.314247, 12.508056)","NaN","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-12-19T12:10:00.000Z","LatLng(45.314247, 12.508056)","NaN","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-12-20T00:00:00.000Z","LatLng(45.314247, 12.508056)","NaN","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-12-21T00:00:00.000Z","LatLng(45.314247, 12.508056)","251.24","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2019-12-26T12:10:00.000Z","LatLng(45.314247, 12.508056)","237.3452066","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2019-12-27T00:00:00.000Z","LatLng(45.314247, 12.508056)","NaN","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2019-12-28T00:00:00.000Z","LatLng(45.314247, 12.508056)","117.78","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-01-04T00:00:00.000Z","LatLng(45.314247, 12.508056)","NaN","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2020-01-04T00:00:00.000Z","LatLng(45.314247, 12.508056)","-3.78","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-01-04T12:00:00.000Z","LatLng(45.314247, 12.508056)","-10.78028094","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2020-01-11T00:00:00.000Z","LatLng(45.314247, 12.508056)","NaN","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2020-01-11T00:00:00.000Z","LatLng(45.314247, 12.508056)","24.56","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-01-11T12:10:00.000Z","LatLng(45.314247, 12.508056)","25.01662468","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2020-01-18T00:00:00.000Z","LatLng(45.314247, 12.508056)","-40.464","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2020-01-18T00:00:00.000Z","LatLng(45.314247, 12.508056)","4.3","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-01-18T11:30:00.000Z","LatLng(45.314247, 12.508056)","-46.76794819","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2020-01-25T00:00:00.000Z","LatLng(45.314247, 12.508056)","NaN","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2020-01-25T00:00:00.000Z","LatLng(45.314247, 12.508056)","95.24","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-01-25T11:50:00.000Z","LatLng(45.314247, 12.508056)","NaN","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2020-02-01T00:00:00.000Z","LatLng(45.314247, 12.508056)","NaN","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2020-02-01T12:25:00.000Z","LatLng(45.314247, 12.508056)","NaN","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2020-02-08T00:00:00.000Z","LatLng(45.314247, 12.508056)","-83.195","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2020-02-08T00:00:00.000Z","LatLng(45.314247, 12.508056)","-71.42","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-02-08T12:35:00.000Z","LatLng(45.314247, 12.508056)","-14.99860118","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2020-02-15T00:00:00.000Z","LatLng(45.314247, 12.508056)","42.248999999999995","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2020-02-15T00:00:00.000Z","LatLng(45.314247, 12.508056)","-37.44","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-02-15T12:40:00.000Z","LatLng(45.314247, 12.508056)","-6.846394409","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2020-02-22T00:00:00.000Z","LatLng(45.314247, 12.508056)","-71.249","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2020-02-22T00:00:00.000Z","LatLng(45.314247, 12.508056)","-66.53","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-02-22T12:45:00.000Z","LatLng(45.314247, 12.508056)","-59.13566748","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
"2020-02-29T00:00:00.000Z","LatLng(45.314247, 12.508056)","-51.98","/","2019-01-01T00:00:00.000Z","CNR-ISMAR","Sentinel-3A OLCI","/","S3A_OL_2_WFR"
"2020-02-29T00:00:00.000Z","LatLng(45.314247, 12.508056)","-66.85","","Invalid DateTime","JAXA/EORC","GCOM-C/SGLI","","EORC product"
"2020-02-29T12:10:00.000Z","LatLng(45.314247, 12.508056)","-28.73979059","","Invalid DateTime","NASA OBPG","Aqua MODIS","","MODISA L2 LAC OC"
