time,aoi,measurement,indicatorValue,referenceTime,dataProvider,eoSensor,colorCode,inputData
"2020-11-30T00:00:00.000Z","LatLng(41.902782, 12.496366)","57.640747","/","2020-11-30T00:00:00.000Z","EMSS","TROPOMI","/","Sentinel-5p Level-3 NO2"
"2020-12-14T00:00:00.000Z","LatLng(41.902782, 12.496366)","70.40013","/","2020-12-14T00:00:00.000Z","EMSS","TROPOMI","/","Sentinel-5p Level-3 NO2"
"2020-12-28T00:00:00.000Z","LatLng(41.902782, 12.496366)","39.77169","/","2020-12-28T00:00:00.000Z","EMSS","TROPOMI","/","Sentinel-5p Level-3 NO2"
"2021-01-11T00:00:00.000Z","LatLng(41.902782, 12.496366)","57.74494","/","2021-01-11T00:00:00.000Z","EMSS","TROPOMI","/","Sentinel-5p Level-3 NO2"
"2021-01-25T00:00:00.000Z","LatLng(41.902782, 12.496366)","64.943306","/","2021-01-25T00:00:00.000Z","EMSS","TROPOMI","/","Sentinel-5p Level-3 NO2"
"2021-02-08T00:00:00.000Z","LatLng(41.902782, 12.496366)","57.706028","/","2021-02-08T00:00:00.000Z","EMSS","TROPOMI","/","Sentinel-5p Level-3 NO2"
"2021-02-22T00:00:00.000Z","LatLng(41.902782, 12.496366)","81.77582","/","2021-02-22T00:00:00.000Z","EMSS","TROPOMI","/","Sentinel-5p Level-3 NO2"
"2021-03-08T00:00:00.000Z","LatLng(41.902782, 12.496366)","55.71849","/","2021-03-08T00:00:00.000Z","EMSS","TROPOMI","/","Sentinel-5p Level-3 NO2"
"2021-03-22T00:00:00.000Z","LatLng(41.902782, 12.496366)","52.657555","/","2021-03-22T00:00:00.000Z","EMSS","TROPOMI","/","Sentinel-5p Level-3 NO2"
"2021-04-05T00:00:00.000Z","LatLng(41.902782, 12.496366)","51.797386","/","2021-04-05T00:00:00.000Z","EMSS","TROPOMI","/","Sentinel-5p Level-3 NO2"
"2021-04-19T00:00:00.000Z","LatLng(41.902782, 12.496366)","42.161816","/","2021-04-19T00:00:00.000Z","EMSS","TROPOMI","/","Sentinel-5p Level-3 NO2"
"2021-05-03T00:00:00.000Z","LatLng(41.902782, 12.496366)","NaN","/","2021-05-03T00:00:00.000Z","EMSS","TROPOMI","/","Sentinel-5p Level-3 NO2"
"2021-05-17T00:00:00.000Z","LatLng(41.902782, 12.496366)","NaN","/","2021-05-17T00:00:00.000Z","EMSS","TROPOMI","/","Sentinel-5p Level-3 NO2"
"2021-05-31T00:00:00.000Z","LatLng(41.902782, 12.496366)","NaN","/","2021-05-31T00:00:00.000Z","EMSS","TROPOMI","/","Sentinel-5p Level-3 NO2"
